question,answer
"Hallo dok, saya di rumah ada obat mebhydroline napadisylate, fungsinya itu untuk obat apa ya dok?","Terima kasih atas pertanyaannya.Mebhydrolinmerupakan obat yang termasuk ke dalam obat antihistamin generasi 1 yang digunakan untuk mencegah dan mengurangi efek dari zat histamin yang merupakan penyebab dari munculnya gejala alergi. Sehingga demikian dapat mengurangi gejala alergi misalnya hidung berair, ruam dan gatal pada kulit, hidung tersumbat, hingga sesak napas.Mebhydrolin sendiri mempunyai sediaan antara lain berbentuk tablet, kaplet, kapsul, dan suspensi. Penggunaan dosis mebhydrolin disesuaikan dengan kondisi pasien serta usia pasien."
"Mau nanya dong dokter, saya seharian ini banyak kerjaan hingga makan telat. saya jadi pusing dok, tapi pas sorenya makan pusingku berkurang. Kenapa ya dokter kalau kita telat makan siang kepala jadi pusing? ","Terlambat makan bisa membuat tubuh Anda kekurangan gula (hipoglikemia), cairan (dehidrasi), dan nutrisi lainnya. Cairan dan nutrisi ini penting peranannya dalam menunjang aktifitas keseharian Anda. Sebab itu, karena kekurangan cairan dan nutrisi inilah, Anda bisa merasakan tubuh menjadi pusing, lemas, sulit konsentrasi, mudah lelah, bahkan bisa sampai pandangan menjadi gelap, sering mengantuk, hilang keseimbangan, pingsan, dan muncul banyak lagi keluhan lainnya."
"Selamat siang bapak/ibu dokter. Sudah seminggu saya batuk tapi tidak berdahak. Setiap kali batuk kepala saya terasa sakit sekali. Semakin lama durasi batuk, semakin sakit kepala saya.. apakah ini berbahaya dook? setiap kali batuk, baik itu batuk kering ataupun berdahak kepala saya selalu sakit. Terima kasih dokter","Alo, terima kasih atas pertanyaannya untuk Alodokter.Kondisi kemungkinan batuk kering yang anda alami selama lebih dari seminggu bisa saja disebabkan oleh adanya infeksi virus pada saluran pernapasan yang sebenarnya dapat membaik dengan sendirinya, yaitu dengan peningkatan kekebalan tubuh melalui asupan nutrisi dan cairan yang cukup.Sakit kepala yang dialami pada saat batuk, bisa saja normal terjadi, karena pada saat batuk, maka akan terjadi peningkatan tekanan pada beberapa otot tubuh seperti otot wajah dan otot perut, sehingga terkadang dapat hingga menyebabkan nyeri pada kepala dan perut."
"Di kaki saya sebelah kanan kiri ada kutu air, sepertinya karna saya sering mencuci manual tanpa mesin cuci, makin lama kutu air saya jadi bengkak dan juga bernanah.. obat apa yah dok untuk mengatasi keluhan yg saya alami ini dok? kalo bisa resepnya sekalian ya biar saya bisa beli di apotek, makasi","Selamat sore, terima kasih telah bertanya di Alodokter. Terlepas dari apa penyebabnya, baik itu karena kutu air, gigitan serangga, iritasi bahan kimia ataupun alergi, bila sudah muncul nanah, kemungkinan telah ada keterlibatan bakteri pada kondisi kelainan kulit tersebut. Hal ini menyebabkan perlunya penanganan yang lebih kompleks ketimbang bila belum ada keterlibatan bakteri, misalnya dengan penambahan antibiotik."
"Ãƒâ€šÃ‚Â Hallo dokter, saya pria usia 30 tahun. Saya sebulan ini merasakan sakit perut melilit dan rasa nyerinya dapat menyebar ke punggung dan terasa lebih menyiksa saat makan dan minum. demam juga ada. Dulu riwayat keluarga bapak saya pernah sakit pankreatitis. Apakah yang saya alami ini merupakan gejala organ penkreas saya bermasalah dokter?","keluhan nyeri perut serta adanya kondisi demam hal ini dapat disebabkan oleh beberapa hal penyebab seperti :gangguan pada lambunginfeksi saluran cernagangguan pada pankreasgangguan pada kandung empeduuntuk menegakan diagnosis pasti suatu penyakit diperlukan pemeriksaan secara langsung ke dokter dengan menemui dokter akan digali info gejala yang dialami, melakukan pemeriksaan fisik hingga pemeriksaan tambahan seperti tes darah, usg dan lainnya untuk memastikan penyebabnya dengan begitu bisa ditangani dengan tepat."
"Selamat sore dokter alo, saya mau konsultasi saya wanita berusia 28 tahun dan sudah menikah. Yang ingin saya tanyakan ke dokter, saat ini saya sedang menstruasi di hari ke-2 namun vagina saya terasa perih itu perihnya di bagian bibir vagina.Bulan kemaren saya tidak merasakan ini dok, saya liat gada ruam atau apa cuma rasanya perih dokter, kenapa vagina saya dok?","Alo, selamat malammenstruasi ialah suatu kondisi keluarnya darah melalui vagina setiap bulannya tergantung siklus menstruasi. di awal-awal menstruasi terkadang ada memicu disminorea yaitu nyeri haid yang dimana gejala ini bisa salah satunya nyeri pada area vagina, kondisi ini terjadi akibat pengaruh senyawa prostglandin yang keluar saat menstruasi. pada umumnya nyeri ini akan hilang dengan sendirinya."
"Halo dok, anak saya usia 8 tahun. Sudah 2 hari ini bidurannya kambuh, sasya udah berikan obat untuk mengatasinya. Yg ingin saya tanyakan apakah anak saya boleh mandi dok? jika boleh, mandinya harus dengan air hangat atau boleh dengan air biasa saja dok? terima kasih","Alo, saya dr. Tirtawati Wijaya. Terima kasih sudah bertanya ke Alodokter.Biduran adalah kondisi kulit yang mengalami bentol yang luas. Ada banyak hal berbeda yang dapat menyebabkan terjadinya biduran, antara lain:Alergi yang dipicu oleh bermacam- macam hal, seperti udara dingin, konsumsi seafood, debu, dan lainnya.Iritasi yang dipicu oleh beragam hal, seperti zat kimia tertentu dalam sabun / detergent, bahan pakaian, keringat, dan sebagainya.Efek samping obat, jamu, herbal, supplement, atau substansi tertentu."
"Dok apakah merupakan tanda wasir jika saya merasa sakit di anus saat sedang bab? soalnya ini sudah saya rasakan hampir sebulan ini dok, tapi pas saya raba di anus saya gak ada benjolan dok. Bagaimana ya dok mengatasi rasa sakit ini?","Terima kasih atas pertanyaannya.Wasir atau hemoroid merupakan suatu kondisi pelebaran pembuluh darah pada anus dan rektum. Penyebab dari hemoroid dapat terjadi karena mengalami sembelit, diare lama, mengejan terlalu lama, duduk terlalu lama, batuk terus-menerus, dan sebagainya.Gejala yang dialami pada hemoroid seperti nyeri saat buang air besar, gatal di sekitar anus, bengkak sekitar anus, teraba benjolan sekitar anus, hingga keluar perdarahan saat buang air besar."
"Alodokter, dok saya wanita usia 38 tahun saya pengguna KB suntik yang 3 bulan selama 5 tahun. Saya dan suami memutuskan untuk melepas KB dan berencana nambah momongan lagi. Saya siklus haidnya juga udah kembali normal. maaf dok mau nanya bagaimana cara cepat hamil setelah lepas KB suntik selama 5 tahun","Alo, selamat pagicara cepat hamil setelah KB dihentikan ada dua faktor yang penting untuk menentukan seseorang wanita akan cepat hamil setelah KB, yang pertama faktor kesehatan tubuh kedua faktor metode KB yang digunakan. jika menggunakan KB dalam bentuk suntik seperti suntik KB 3 bulan, dimana KB ini memang kesuburannya kembali lebih lama sehingga jika ingin cepat hamil setelah berhenti KB ini umumnya tidak menjadi pilihan, KB ini bisa kembali subur hingga paling lama 1 tahun bahkan lebih."
"Ãƒâ€šÃ‚Â Dok saya sudah 4 bulan tidak haid. Minggu kemarin perut bawah saya buncit dan sering terasa sakit. Sebelumnya pernah dipijat, terus paginya keluar flek darah cuma 3 hari. terus sampai sekarang saya belum haid juga. Perut bawah saya masih sakit dan buncit. Bagaimana ya dok?",T.
"Dokter saya mau konsul, saya di rumah sedang renov dan gak hati2 saya menginjak paku, ketusuknya gak terlalu dalem tp sakitnya itu sampe sekarang ngilu dan nyeri..spadahal saya langsung siram cairan alkohol, besoknya kaki saya bengkak dok. rasa nyerinya masih ada sampe skrg. Obat alami untuk kaki bengkak karena ketusuk paku apa dok?","Alo, terima kasih atas pertanyaannya untuk Alodokter.Pada kejadian tertusuknya paku dimana seringkali paku yang menusuk sudah berkarat, maka akan lebih aman untuk anda memeriksakan diri ke dokter secara langsung agar dapat dilakukan sayatan luka untuk mencegah infeksi tetanus yang juga perlu disertai dengan pemberian suntikan antitetanus."
Halo dok :) Saya sedang hamil 17week. Baru kemarin siang tiba-tiba perut kiri kram. Sakitnya sampai ke punggung bagian bawah. Sampai pagi ini pun masih keram dok. Kira-kira kenapa ya dok ya ?,"perut terasa kram dan sakit pinggang pada ibu hamil terutama di kehamilan trimester awal dan hamil pertama kali memang cukup menyebabkan rasa kekhawatiran. nyeri ini dapat terjadi akibat pengaruh hormon selama kehamilan serta akibat perubahan fisik pada ibu hamil, dimana akibat terjadi perubahan postur tubuh saat duduk dan berdiri, adanya perkembangan janin serta perut yang semakin membesar menyebabkan peregangan pada ligamen dan otot yang menompang rahim menjadi tegang, hal ini yang dapat menyebabkan keluhan nyeri."
"Dokter, mau nanya dong dok, saya lengah mengawasi anak saya yang usia balita dok, dia mainin lem super, dan tangannya menempel antara jari jempol dan jari telunjuk. bocahnya nangis bikin saya makin panik dok. Cara menghilangkan bekas lem super di tangan bagaimana ya dok? ini kulit tangannya yang terkena lem jadi keras dan kaku dokter. makasih","Terima kasih atas pertanyaannya.Lem super mempunyai daya perekat pada kulit yang sangat kuat bahkan bila tidak sengaja terkena jari atau tangan dapat menempel dengan sangat kuat. Maka dari itu bila tidak sengaja menempel pada bagian tubuh tertentu, sebaiknya tidak langsung panik agar dapat dihilangkan secara perlahan."
"Selamat pagi, misi dok numpang tanya. Pagi tadi saya makan mie pedasa di tambah es kopi, saya salah sih dok, saya emang sebelumnya ada riwayat penyakit GERD, penyakit GERD ini saya pikir udah sembuh total soalnya saya udah lama gada kambuh2. Setelah makan malah ulu hati saya nyeri, perut melilit, sendawa, kepala pusing juga. mual2 juga ada dokter. Ulu hati nyerinya sampe gak ketolong nih dokter. tolong kasih resep obatnya ya dok, saya gak tahan soalnya. trims","Alo, terima kasih atas pertanyaannya untuk Alodokter.Gejala yang anda alami bisa saja merupakan termasuk ke dalam sindrom dispepsia yang diakibatkan oleh sakit maag akibat peningkatan asam lambung setelah mengonsumsi makanan pemicu naiknya asam lambung, dan jika tidak diatasi dengan tepat maka dapat berkembang menjadi GERD yaitu naiknya asam lambung ke kerongkongan yang terletak sejejar dengan dada dan dapat menimbulkan gejala nyeri atau panas pada dada."
"Halo dok, saya mau tanya. beberapa hari ini mata saya rasanya berat kayak ngantuk gitu. Padahal jam tidur saya cukup dan teratur dok. Itu penyebabnya apa ya dok? mohon bantuannya dok. terima kasih",A.
"Jadi gini dok, di wajah saya itu ada bintik merah yg menyerupai jerawat tapi gak ada matanya, awalnya hanya di dahi saya yg sebelah kiri, tapi beberapa hari ni pas saya cek itu bintik merahnya malah nambah banyak dok. Ada yg di pelipis, ada yg di pipi kanan kiri bahkan ada juga di dagu saya dok, saya coba pegang tapi bintiknya itu rasanya agak sakit dokter.. bagaimana ya dok cara buat hilangin bintik"" merah yg menyerupai jerawat ini? soalnya saya takut malah makin banyak kalo didiemin","Bintik merah tak bermata di dahi, pelipis, dan dagu yang terasa nyeri dan semakin banyak jumlahnya memang tidak hanya bisa disebabkan oleh jerawat. Bintik di wajah Anda tersebut mungkin juga muncul karena faktor lain, seperti folikulitis, reaksi fototoksik, dermatitis kontak iritan, eksim atopik, erupsi obat, biang keringat, digigit nyamuk atau serangga lain, herpes zoster, ektima, sindroma morfea, dan sebagainya.Bintik yang ada di wajah Anda tersebut, jika tampak semakin banyak, sebaiknya diperiksakan langsung ke dokter terdekat agar dievaluasi dan ditangani sesuai pemicunya."
Dok saya wanita 29 tahun. di kemaluan saya bentol seperti digigit nyamuk/ semut di bagian bibirnya dan bagian dalam. Bentolnya masih berdekatan. Atau lebih tepatnya di bagian berambut dekat klitoris. Bentolnya terasa gatal dan ada 5 bentol sudah 3 hari ini tapi tidak terasa sakit atau perih. Kira-kira itu kenapa ya? apakah berbahaya? ,"Bentol-bentol di dekat klitoris bisa terjadi karena beragam pencetus. Jika benar bentol ini tidak terasa nyeri, mungkin pemicunya ialah kutil kelamin, molluscum contagiosum, folikulitis, skabies, skin tag, pompholyx, erupsi obat, tumor jinak atau ganas, keratosis pilaris, uetikaria kolinergik, dan banyak lagi yang lainnya.Bahaya atau tidaknya kondisi ini tergantung dari penyebab yang mendasarinya. Saran kami, Anda tidak panik dulu menyikapi hal ini. Periksalah langsung ke dokter terdekat atau berkonsultasilah dengan dokter kami di aplikasi Alodokter agar diberi arahan penanganan yang tepat."
"Halo dok, bagaimana cara mengatasi pinggang kecetit? Kemarin siang saat saya ingin gendong anak saya, sepertinya saya salah posisi, jadinya pinggang saya kecetit. Sampai sekarang masih sakit rasanya, dan saya baru balurkan minyak saja. Saya belum minum obat apa-apa dok. mohon arahannya","Nyeri di sekitar pinggang sehabis menggendong anak bisa muncul karena beragam faktor, contohnya syaraf kejepit, spasme otot, dislokasi sendi, cidera ligamen, bahkan mungkin hal lain yang tidak selalu berkaitan dengan tindakan menggendong anaknya, misalnya karena batu atau infeksi ginjal, pre menstrual syndrome, hamil ektopik, endometriosis, sistitis, batu kandung kemih, radang-panggul, hernia, gangguan psikis, dan sebagainya."
"Ãƒâ€šÃ‚Â siang dok, saya ingin bertanya, kalau tulang rusuk sebelah kanan sakit, terus sakitnya hilang timbul itu kenapa ya dok? sudah 3 hari saya merasakan seperti ini... Saya tidak memiliki riwayat terbentur atau jatuh. terima kasih dok","Alo, selamat siangkeluhan tulang rusuk sebelah kanan terasa sakit dimana kondisi ini dapat disebabkan oleh berapa hal penyebab seperti :cederakostokondritis yaitu peradangan pada tulang rawan di rusukfibromyalgiaspasme otot dadagangguan pada parudiatas adalah kemungkinan penyebab yang bisa dialami, jika hanya sesekali dan dapat reda dengan sendirinya kemungkinan bukan hal yang serius."
"Assalamualaikum alodokter, Dok kenapa di area anus saya terdapat benjolan? dan juga benjolannya itu kalo pas bab kaya membesar gitu dokter.. kadang tuh ya, benjolan yg saya rasakan sedikit sakit, tapi gasampe yg keluar darah gitu sih, mohon bantuannya dok sebenernya ini kenapa","Alo,Benjolan di anus seringkali disebabkan karena wasir / ambeien / hemoroid. Wasir merupakan pembengkakan / peradangan pembuluh darah pada rektum dan anus. Wasir dapat menyebabkan keluhan berupa benjolan pada anus, gatal dan nyeri pada anus, nyeri saat BAB, BAB berdarah, dan nyeri saat mengejan.Wasir dapat dipastikan dengan anamnesis, pemeriksaan fisik dan colok dubur, serta pemeriksaan penunjang bila perlu. Adapun mengenai penanganan wasir dapat dengan obat minum, obat oles, tindakan non operasi, hingga operasi."
"Met siang dok, dok perkenalkan saya wanita usia 28 th, saya kenapa sih dokter, suka meriang saat menstruasi? itu wajar gak sih dokter? soalnya saya tanya2 ke orang ini saya sendiri yg ngalamin begini nih dokter. mohon pencerahannya dokter. terima kasih banyak",Terima kasih atas pertanyaannya.Menstruasi merupakan suatu kondisi keluarnya perdarahan dari jalan lahir yang terjadi pada wanita usia subur. Menstruasi sendiri terjadi pada satu siklus menstruasi yang umumnya berlangsung antara 21-35 hari. Saat menstruasi dapat muncul berbagai gejala baik sebelum menstruasi yaitu berupa sindrom premenstruasi serta saat menstruasi. Gejala-gejala yang muncul dapat berbeda-beda setiap orang terutama gejala premenstruasi dipengaruhi oleh kondisi hormon.
"selamat malam dok, anak saya gigi geraham bawah sakit sekali katanya hingga ke rahang dan kepala dikarenakan gigi tumbuh miring dan sakit saat mengunyah kenapa ya dok? apakah harus dicabut dok?","tumbuhnya gigi bungsu atau gigi geraham bungsu kerap menimbulkan masalah salah satunya pertumbuhan gigi yang miring yang dapat melukai jaringan di sekitarnya seperti gusi dan pipi bagian dalam. penyebab gigi bungsu tumbuh miring akibat tidak ada lagi ruang tersisa di rahang untuk ditempati dan ditumbuhi gigi bungsu hal ini menyebabkan gigi bungsu kesulitan untuk keluar pada akhirnya tumbuh dalam kondisi miring, dengan menempati sel-sel kosong yang tersedia."
